* Dictionary *
session: Unique session identifier, From 1 to 3.
round: Number of round. 18 Rounds per session.
stage: Number of stage within round. An additional stage is required if the group did not reach an agreement in the previous stage.
group: Group each subject belongs to.
id: Unique subject identifier (identifies subject across sessions) >= 1
delta: discount value. Could be 0, 0.2, 0.4, 0.6, 0.8 or 1. For one of the 3 blocks of 6 rounds in the experiment the values of delta are randomly chosen.
budget: Total budget to be allocated.
budget_next: budget to be allocated next stage if proposal fails
subject: number of the subject within a group: from 1 to 3.
b1 b2 b3: proposals as submitted by subjets. b1 is the amount allocated to subject with subject number 1 and so on.
sb1, sb2, sb3: share proposed, = bX/money available, [0,1].
computer: whether the proposer will be replaced by a computer (takes value 1) or not (takes value 0)
choice: if the computer makes a proposal choice codifies the type of proposal to be made.
   1: Egalitarian,
   2: Baron and Ferejohn SPE,
   3: Quasi BF. Proposer gets something between BF and egalitarian. Another member gets the difference,
   4: Non Minimum Winning coalition Proposer gets something between BF and half of the budget.
      Another two member split the difference equally,
   5: totally random
proposer: 1 if subject is the proposer, 0 otherwise.
p1 p2 p3: proposal submitted for voting. p1 is the amount allocated to subject with subject number 1 and so on.
sp1, sp2, sp3: share voted on, pX/money available, [0,1].
belief: answer to how likely do you think it is that the proposal comes from a computer? (-1 if Round is 6 or less, between 0 and 100 for Rounds 7 onwards) (Only for Stage 1, Stage 2 onwards equals -1)
vote: 1 if subject voted in favor, 0 if voted against
pass: 1 if proposal received a simple majority of votes
profit: profit made by the subject in the stage.
s_floor: share the subject is offered in the proposal on the floor, [0,1]
prop_s_floor: share to the proposer in the proposal on the floor, [0,1]
prop_s: share a subject offered for himself, [0,1]
high_s: highest offered share excluding the proposer, [0,1]
low_s: lowest offered share excluding the proposer, [0,1]
high_s_floor: highest offered share on the floor excluding the proposer, [0,1]
low_s_floor: lowest offered share on the floor excluding the proposer, [0,1]
mwc: = 1 if subject offered a MWC, 0 o/w.
mwc_floor: = 1 if proposal on the floor is a MWC, 0 o/w.
rmwc: = 1 if subject offered a Relaxed MWC, excluded member gets 10% of budget or less
rmwc_floor: = 1 if proposal on the floor is a Relaxed MWC, excluded member gets 10% of budget or less
equal = 1 if budget divided equally among members
**************

session,round,stage,group,id,subject,delta,budget,budget_next,b1,b2,b3,sb1,sb2,sb3,computer,choice,proposer,p1,p2,p3,sp1,sp2,sp3,belief,vote,pass,profit,s_floor,prop_s_floor,prop_s,high_s,low_s,mwc,mwc_floor,rmwc,rmwc_floor,high_s_floor,low_s_floor,equal
101218_1128,1,2,2,21,1,.80000001,24,19.200001,8,8,8,.33333334,.33333334,.33333334,0,4,1,8,8,8,.33333334,.33333334,.33333334,-1,1,1,8,.33333334,.33333334,.33333334,.33333334,.33333334,0,0,0,0,.33333334,.33333334,1
101218_1128,1,2,2,26,2,.80000001,24,19.200001,9.5,5,9.5,.39583334,.20833333,.39583334,0,4,0,8,8,8,.33333334,.33333334,.33333334,-1,1,1,8,.33333334,.33333334,.20833333,.39583334,.39583334,0,0,0,0,.33333334,.33333334,0
101218_1128,1,2,2,19,3,.80000001,24,19.200001,12,0,12,.5,0,.5,0,4,0,8,8,8,.33333334,.33333334,.33333334,-1,1,1,8,.33333334,.33333334,.5,.5,0,1,0,1,0,.33333334,.33333334,0
101218_1128,2,1,1,26,1,1,30,30,10,10,10,.33333334,.33333334,.33333334,1,2,0,0,20,10,0,.66666669,.33333334,-1,0,1,0,0,.66666669,.33333334,.33333334,.33333334,0,1,0,1,.33333334,0,1
101218_1128,2,1,1,29,2,1,30,30,10,10,10,.33333334,.33333334,.33333334,1,2,1,0,20,10,0,.66666669,.33333334,-1,1,1,20,.66666669,.66666669,.33333334,.33333334,.33333334,0,1,0,1,.33333334,0,1
101218_1128,2,1,1,22,3,1,30,30,9,9,12,.30000001,.30000001,.40000001,1,2,0,0,20,10,0,.66666669,.33333334,-1,1,1,10,.33333334,.66666669,.40000001,.30000001,.30000001,0,1,0,1,.33333334,0,0
101218_1128,2,1,2,28,1,1,30,30,20,5,5,.66666669,.16666667,.16666667,0,3,0,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.66666669,.16666667,.16666667,0,0,0,0,.33333334,.33333334,0
101218_1128,2,1,2,24,2,1,30,30,10,10,10,.33333334,.33333334,.33333334,0,3,1,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.33333334,.33333334,.33333334,0,0,0,0,.33333334,.33333334,1
101218_1128,2,1,2,27,3,1,30,30,12,6,12,.40000001,.2,.40000001,0,3,0,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.40000001,.40000001,.2,0,0,0,0,.33333334,.33333334,0
101218_1128,2,1,3,19,1,1,30,30,18,12,0,.60000002,.40000001,0,1,4,0,6.3000002,17.4,6.3000002,.21000001,.57999998,.21000001,-1,0,0,0,.21000001,.57999998,.60000002,.40000001,0,1,0,1,0,.21000001,.21000001,0
101218_1128,2,1,3,30,2,1,30,30,10,10,10,.33333334,.33333334,.33333334,1,4,1,6.3000002,17.4,6.3000002,.21000001,.57999998,.21000001,-1,1,0,0,.57999998,.57999998,.33333334,.33333334,.33333334,0,0,0,0,.21000001,.21000001,1
101218_1128,2,1,3,21,3,1,30,30,10,10,10,.33333334,.33333334,.33333334,1,4,0,6.3000002,17.4,6.3000002,.21000001,.57999998,.21000001,-1,0,0,0,.21000001,.57999998,.33333334,.33333334,.33333334,0,0,0,0,.21000001,.21000001,1
101218_1128,2,1,4,20,1,1,30,30,15,7,8,.5,.23333333,.26666668,1,5,0,11.8,1.2,17,.39333335,.040000003,.56666666,-1,1,1,11.8,.39333335,.040000003,.5,.26666668,.23333333,0,0,0,1,.56666666,.39333335,0
101218_1128,2,1,4,25,2,1,30,30,10,10,10,.33333334,.33333334,.33333334,1,5,1,11.8,1.2,17,.39333335,.040000003,.56666666,-1,1,1,1.2,.040000003,.040000003,.33333334,.33333334,.33333334,0,0,0,1,.56666666,.39333335,1
101218_1128,2,1,4,23,3,1,30,30,10,8,12,.33333334,.26666668,.40000001,1,5,0,11.8,1.2,17,.39333335,.040000003,.56666666,-1,1,1,17,.56666666,.040000003,.40000001,.33333334,.26666668,0,0,0,1,.56666666,.39333335,0
101218_1128,2,2,3,19,1,1,30,30,15,15,0,.5,.5,0,0,3,0,9,12,9,.30000001,.40000001,.30000001,-1,0,0,0,.30000001,.40000001,.5,.5,0,1,0,1,0,.30000001,.30000001,0
101218_1128,2,2,3,30,2,1,30,30,9,12,9,.30000001,.40000001,.30000001,0,3,1,9,12,9,.30000001,.40000001,.30000001,-1,1,0,0,.40000001,.40000001,.40000001,.30000001,.30000001,0,0,0,0,.30000001,.30000001,0
101218_1128,2,2,3,21,3,1,30,30,10,10,10,.33333334,.33333334,.33333334,0,3,0,9,12,9,.30000001,.40000001,.30000001,-1,0,0,0,.30000001,.40000001,.33333334,.33333334,.33333334,0,0,0,0,.30000001,.30000001,1
101218_1128,2,3,3,19,1,1,30,30,15,15,0,.5,.5,0,0,4,0,10,10,10,.33333334,.33333334,.33333334,-1,0,1,10,.33333334,.33333334,.5,.5,0,1,0,1,0,.33333334,.33333334,0
101218_1128,2,3,3,30,2,1,30,30,10,10,10,.33333334,.33333334,.33333334,0,4,1,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.33333334,.33333334,.33333334,0,0,0,0,.33333334,.33333334,1
101218_1128,2,3,3,21,3,1,30,30,10,10,10,.33333334,.33333334,.33333334,0,4,0,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.33333334,.33333334,.33333334,0,0,0,0,.33333334,.33333334,1
101218_1128,3,1,1,25,1,.2,30,6,12,8,10,.40000001,.26666668,.33333334,1,4,1,17,6.5,6.5,.56666666,.21666667,.21666667,-1,1,1,17,.56666666,.56666666,.40000001,.33333334,.26666668,0,0,0,0,.21666667,.21666667,0
101218_1128,3,1,1,21,2,.2,30,6,15,15,0,.5,.5,0,1,4,0,17,6.5,6.5,.56666666,.21666667,.21666667,-1,0,1,6.5,.21666667,.56666666,.5,.5,0,1,0,1,0,.21666667,.21666667,0
101218_1128,3,1,1,29,3,.2,30,6,10,10,10,.33333334,.33333334,.33333334,1,4,0,17,6.5,6.5,.56666666,.21666667,.21666667,-1,1,1,6.5,.21666667,.56666666,.33333334,.33333334,.33333334,0,0,0,0,.21666667,.21666667,1
101218_1128,3,1,2,30,1,.2,30,6,10,10,10,.33333334,.33333334,.33333334,1,4,1,21.299999,4.3000002,4.4000001,.70999998,.14333335,.14666668,-1,1,1,21.299999,.70999998,.70999998,.33333334,.33333334,.33333334,0,0,0,0,.14666668,.14333335,1
101218_1128,3,1,2,26,2,.2,30,6,12,17,1,.40000001,.56666666,.033333335,1,4,0,21.299999,4.3000002,4.4000001,.70999998,.14333335,.14666668,-1,0,1,4.3000002,.14333335,.70999998,.56666666,.40000001,.033333335,0,0,1,0,.14666668,.14333335,0
101218_1128,3,1,2,19,3,.2,30,6,15,0,15,.5,0,.5,1,4,0,21.299999,4.3000002,4.4000001,.70999998,.14333335,.14666668,-1,1,1,4.4000001,.14666668,.70999998,.5,.5,0,1,0,1,0,.14666668,.14333335,0
101218_1128,3,1,3,23,1,.2,30,6,11,10,9,.36666667,.33333334,.30000001,1,1,1,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.36666667,.33333334,.30000001,0,0,0,0,.33333334,.33333334,0
101218_1128,3,1,3,24,2,.2,30,6,10,10,10,.33333334,.33333334,.33333334,1,1,0,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.33333334,.33333334,.33333334,0,0,0,0,.33333334,.33333334,1
101218_1128,3,1,3,22,3,.2,30,6,14,2,14,.46666667,.06666667,.46666667,1,1,0,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.46666667,.46666667,.06666667,0,0,1,0,.33333334,.33333334,0
101218_1128,3,1,4,27,1,.2,30,6,12,12,6,.40000001,.40000001,.2,1,1,1,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.40000001,.40000001,.2,0,0,0,0,.33333334,.33333334,0
101218_1128,3,1,4,28,2,.2,30,6,10,10,10,.33333334,.33333334,.33333334,1,1,0,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.33333334,.33333334,.33333334,0,0,0,0,.33333334,.33333334,1
101218_1128,3,1,4,20,3,.2,30,6,10,8,12,.33333334,.26666668,.40000001,1,1,0,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.40000001,.33333334,.26666668,0,0,0,0,.33333334,.33333334,0
101218_1128,4,1,1,20,1,0,30,0,11,11,8,.36666667,.36666667,.26666668,0,4,0,15,0,15,.5,0,.5,-1,1,1,15,.5,.5,.36666667,.36666667,.26666668,0,1,0,1,.5,0,0
101218_1128,4,1,1,25,2,0,30,0,10,10,10,.33333334,.33333334,.33333334,0,4,0,15,0,15,.5,0,.5,-1,1,1,0,0,.5,.33333334,.33333334,.33333334,0,1,0,1,.5,0,1
101218_1128,4,1,1,27,3,0,30,0,15,0,15,.5,0,.5,0,4,1,15,0,15,.5,0,.5,-1,1,1,15,.5,.5,.5,.5,0,1,1,1,1,.5,0,0
101218_1128,4,1,2,23,1,0,30,0,11,10,9,.36666667,.33333334,.30000001,0,4,0,14,2,14,.46666667,.06666667,.46666667,-1,1,1,14,.46666667,.46666667,.36666667,.33333334,.30000001,0,0,0,1,.46666667,.06666667,0
101218_1128,4,1,2,19,2,0,30,0,5,25,0,.16666667,.83333331,0,0,4,0,14,2,14,.46666667,.06666667,.46666667,-1,0,1,2,.06666667,.46666667,.83333331,.16666667,0,1,0,1,1,.46666667,.06666667,0
101218_1128,4,1,2,22,3,0,30,0,14,2,14,.46666667,.06666667,.46666667,0,4,1,14,2,14,.46666667,.06666667,.46666667,-1,1,1,14,.46666667,.46666667,.46666667,.46666667,.06666667,0,0,1,1,.46666667,.06666667,0
101218_1128,4,1,3,30,1,0,30,0,15,7.5,7.5,.5,.25,.25,1,2,0,0,0,30,0,0,1,-1,0,0,0,0,1,.5,.25,.25,0,1,0,1,0,0,0
101218_1128,4,1,3,24,2,0,30,0,10,10,10,.33333334,.33333334,.33333334,1,2,0,0,0,30,0,0,1,-1,0,0,0,0,1,.33333334,.33333334,.33333334,0,1,0,1,0,0,1
101218_1128,4,1,3,28,3,0,30,0,10,10,10,.33333334,.33333334,.33333334,1,2,1,0,0,30,0,0,1,-1,1,0,0,1,1,.33333334,.33333334,.33333334,0,1,0,1,0,0,1
101218_1128,4,1,4,29,1,0,30,0,10,10,10,.33333334,.33333334,.33333334,1,4,0,5.8000002,5.6999998,18.5,.19333334,.19,.61666667,-1,1,1,5.8000002,.19333334,.61666667,.33333334,.33333334,.33333334,0,0,0,0,.19333334,.19,1
101218_1128,4,1,4,21,2,0,30,0,15,15,0,.5,.5,0,1,4,0,5.8000002,5.6999998,18.5,.19333334,.19,.61666667,-1,1,1,5.6999998,.19,.61666667,.5,.5,0,1,0,1,0,.19333334,.19,0
101218_1128,4,1,4,26,3,0,30,0,10,10,10,.33333334,.33333334,.33333334,1,4,1,5.8000002,5.6999998,18.5,.19333334,.19,.61666667,-1,1,1,18.5,.61666667,.61666667,.33333334,.33333334,.33333334,0,0,0,0,.19333334,.19,1
101218_1128,5,1,1,26,1,.60000002,30,18,10,12,8,.33333334,.40000001,.26666668,1,2,0,6,0,24,.2,0,.80000001,-1,1,1,6,.2,.80000001,.33333334,.40000001,.26666668,0,1,0,1,.2,0,0
101218_1128,5,1,1,21,2,.60000002,30,18,15,15,0,.5,.5,0,1,2,0,6,0,24,.2,0,.80000001,-1,0,1,0,0,.80000001,.5,.5,0,1,1,1,1,.2,0,0
101218_1128,5,1,1,20,3,.60000002,30,18,10,10,10,.33333334,.33333334,.33333334,1,2,1,6,0,24,.2,0,.80000001,-1,1,1,24,.80000001,.80000001,.33333334,.33333334,.33333334,0,1,0,1,.2,0,1
101218_1128,5,1,2,25,1,.60000002,30,18,20,10,0,.66666669,.33333334,0,1,1,0,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.66666669,.33333334,0,1,0,1,0,.33333334,.33333334,0
101218_1128,5,1,2,29,2,.60000002,30,18,10,15,5,.33333334,.5,.16666667,1,1,0,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.5,.33333334,.16666667,0,0,0,0,.33333334,.33333334,0
101218_1128,5,1,2,27,3,.60000002,30,18,15,0,15,.5,0,.5,1,1,1,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.5,.5,0,1,0,1,0,.33333334,.33333334,0
101218_1128,5,1,3,19,1,.60000002,30,18,15,15,0,.5,.5,0,0,3,0,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.5,.5,0,1,0,1,0,.33333334,.33333334,0
101218_1128,5,1,3,23,2,.60000002,30,18,14,14,2,.46666667,.46666667,.06666667,0,3,0,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.46666667,.46666667,.06666667,0,0,1,0,.33333334,.33333334,0
101218_1128,5,1,3,24,3,.60000002,30,18,10,10,10,.33333334,.33333334,.33333334,0,3,1,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.33333334,.33333334,.33333334,0,0,0,0,.33333334,.33333334,1
101218_1128,5,1,4,30,1,.60000002,30,18,10,10,10,.33333334,.33333334,.33333334,0,2,0,13,4,13,.43333334,.13333334,.43333334,-1,1,1,13,.43333334,.43333334,.33333334,.33333334,.33333334,0,0,0,0,.43333334,.13333334,1
101218_1128,5,1,4,28,2,.60000002,30,18,10,10,10,.33333334,.33333334,.33333334,0,2,0,13,4,13,.43333334,.13333334,.43333334,-1,0,1,4,.13333334,.43333334,.33333334,.33333334,.33333334,0,0,0,0,.43333334,.13333334,1
101218_1128,5,1,4,22,3,.60000002,30,18,13,4,13,.43333334,.13333334,.43333334,0,2,1,13,4,13,.43333334,.13333334,.43333334,-1,1,1,13,.43333334,.43333334,.43333334,.43333334,.13333334,0,0,0,0,.43333334,.13333334,0
101218_1128,6,1,1,28,1,.40000001,30,12,12,12,6,.40000001,.40000001,.2,1,2,1,26,4,0,.86666667,.13333334,0,-1,1,1,26,.86666667,.86666667,.40000001,.40000001,.2,0,1,0,1,.13333334,0,0
101218_1128,6,1,1,30,2,.40000001,30,12,10,10,10,.33333334,.33333334,.33333334,1,2,0,26,4,0,.86666667,.13333334,0,-1,1,1,4,.13333334,.86666667,.33333334,.33333334,.33333334,0,1,0,1,.13333334,0,1
101218_1128,6,1,1,29,3,.40000001,30,12,9,5,16,.30000001,.16666667,.53333336,1,2,0,26,4,0,.86666667,.13333334,0,-1,0,1,0,0,.86666667,.53333336,.30000001,.16666667,0,1,0,1,.13333334,0,0
101218_1128,6,1,2,20,1,.40000001,30,12,12,9,9,.40000001,.30000001,.30000001,0,3,1,12,9,9,.40000001,.30000001,.30000001,-1,1,1,12,.40000001,.40000001,.40000001,.30000001,.30000001,0,0,0,0,.30000001,.30000001,0
101218_1128,6,1,2,27,2,.40000001,30,12,15,15,0,.5,.5,0,0,3,0,12,9,9,.40000001,.30000001,.30000001,-1,1,1,9,.30000001,.40000001,.5,.5,0,1,0,1,0,.30000001,.30000001,0
101218_1128,6,1,2,21,3,.40000001,30,12,15,0,15,.5,0,.5,0,3,0,12,9,9,.40000001,.30000001,.30000001,-1,1,1,9,.30000001,.40000001,.5,.5,0,1,0,1,0,.30000001,.30000001,0
101218_1128,6,1,3,22,1,.40000001,30,12,13,13,4,.43333334,.43333334,.13333334,0,4,1,13,13,4,.43333334,.43333334,.13333334,-1,1,1,13,.43333334,.43333334,.43333334,.43333334,.13333334,0,0,0,0,.43333334,.13333334,0
101218_1128,6,1,3,25,2,.40000001,30,12,0,30,0,0,1,0,0,4,0,13,13,4,.43333334,.43333334,.13333334,-1,1,1,13,.43333334,.43333334,1,0,0,1,0,1,0,.43333334,.13333334,0
101218_1128,6,1,3,26,3,.40000001,30,12,14,14,2,.46666667,.46666667,.06666667,0,4,0,13,13,4,.43333334,.43333334,.13333334,-1,1,1,4,.13333334,.43333334,.06666667,.46666667,.46666667,0,0,1,0,.43333334,.13333334,0
101218_1128,6,1,4,24,1,.40000001,30,12,10,10,10,.33333334,.33333334,.33333334,0,3,1,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.33333334,.33333334,.33333334,0,0,0,0,.33333334,.33333334,1
101218_1128,6,1,4,23,2,.40000001,30,12,14,14,2,.46666667,.46666667,.06666667,0,3,0,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.46666667,.46666667,.06666667,0,0,1,0,.33333334,.33333334,0
101218_1128,6,1,4,19,3,.40000001,30,12,15,0,15,.5,0,.5,0,3,0,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.5,.5,0,1,0,1,0,.33333334,.33333334,0
101218_1128,7,1,1,30,1,.80000001,30,24,15,15,0,.5,.5,0,0,2,0,15,15,0,.5,.5,0,0,1,1,15,.5,.5,.5,.5,0,1,1,1,1,.5,0,0
101218_1128,7,1,1,19,2,.80000001,30,24,15,15,0,.5,.5,0,0,2,1,15,15,0,.5,.5,0,.0099999998,1,1,15,.5,.5,.5,.5,0,1,1,1,1,.5,0,0
101218_1128,7,1,1,28,3,.80000001,30,24,10,10,10,.33333334,.33333334,.33333334,0,2,0,15,15,0,.5,.5,0,.60000002,0,1,0,0,.5,.33333334,.33333334,.33333334,0,1,0,1,.5,0,1
101218_1128,7,1,2,23,1,.80000001,30,24,14,14,2,.46666667,.46666667,.06666667,0,2,0,10,10,10,.33333334,.33333334,.33333334,.1,1,1,10,.33333334,.33333334,.46666667,.46666667,.06666667,0,0,1,0,.33333334,.33333334,0
101218_1128,7,1,2,29,2,.80000001,30,24,10,10,10,.33333334,.33333334,.33333334,0,2,1,10,10,10,.33333334,.33333334,.33333334,.050000001,1,1,10,.33333334,.33333334,.33333334,.33333334,.33333334,0,0,0,0,.33333334,.33333334,1
101218_1128,7,1,2,24,3,.80000001,30,24,10,10,10,.33333334,.33333334,.33333334,0,2,0,10,10,10,.33333334,.33333334,.33333334,.30000001,1,1,10,.33333334,.33333334,.33333334,.33333334,.33333334,0,0,0,0,.33333334,.33333334,1
101218_1128,7,1,3,20,1,.80000001,30,24,12,9,9,.40000001,.30000001,.30000001,1,3,0,0,16.299999,13.7,0,.54333329,.45666665,.85000002,1,1,0,0,.54333329,.40000001,.30000001,.30000001,0,1,0,1,.45666665,0,0
101218_1128,7,1,3,21,2,.80000001,30,24,15,15,0,.5,.5,0,1,3,1,0,16.299999,13.7,0,.54333329,.45666665,-1,1,1,16.299999,.54333329,.54333329,.5,.5,0,1,1,1,1,.45666665,0,0
101218_1128,7,1,3,27,3,.80000001,30,24,10,8,12,.33333334,.26666668,.40000001,1,3,0,0,16.299999,13.7,0,.54333329,.45666665,0,1,1,13.7,.45666665,.54333329,.40000001,.33333334,.26666668,0,1,0,1,.45666665,0,0
101218_1128,7,1,4,25,1,.80000001,30,24,12,12,6,.40000001,.40000001,.2,1,4,0,7.4000001,15.2,7.4000001,.24666667,.50666666,.24666667,.25,1,1,7.4000001,.24666667,.50666666,.40000001,.40000001,.2,0,0,0,0,.24666667,.24666667,0
101218_1128,7,1,4,26,2,.80000001,30,24,5,15,10,.16666667,.5,.33333334,1,4,1,7.4000001,15.2,7.4000001,.24666667,.50666666,.24666667,-1,1,1,15.2,.50666666,.50666666,.5,.33333334,.16666667,0,0,0,0,.24666667,.24666667,0
101218_1128,7,1,4,22,3,.80000001,30,24,13,4,13,.43333334,.13333334,.43333334,1,4,0,7.4000001,15.2,7.4000001,.24666667,.50666666,.24666667,.60000002,0,1,7.4000001,.24666667,.50666666,.43333334,.43333334,.13333334,0,0,0,0,.24666667,.24666667,0
101218_1128,8,1,1,27,1,.60000002,30,18,15,14,1,.5,.46666667,.033333335,1,4,1,18,6,6,.60000002,.2,.2,-1,1,1,18,.60000002,.60000002,.5,.46666667,.033333335,0,0,1,0,.2,.2,0
101218_1128,8,1,1,26,2,.60000002,30,18,5.6999998,14.3,10,.19,.47666666,.33333334,1,4,0,18,6,6,.60000002,.2,.2,.46000001,1,1,6,.2,.60000002,.47666666,.33333334,.19,0,0,0,0,.2,.2,0
101218_1128,8,1,1,23,3,.60000002,30,18,15,0,15,.5,0,.5,1,4,0,18,6,6,.60000002,.2,.2,.80000001,0,1,6,.2,.60000002,.5,.5,0,1,0,1,0,.2,.2,0
101218_1128,8,1,2,30,1,.60000002,30,18,15,15,0,.5,.5,0,1,3,1,17.9,12.1,0,.59666663,.40333334,0,-1,1,1,17.9,.59666663,.59666663,.5,.5,0,1,1,1,1,.40333334,0,0
101218_1128,8,1,2,28,2,.60000002,30,18,12,12,6,.40000001,.40000001,.2,1,3,0,17.9,12.1,0,.59666663,.40333334,0,.64999998,1,1,12.1,.40333334,.59666663,.40000001,.40000001,.2,0,1,0,1,.40333334,0,0
101218_1128,8,1,2,29,3,.60000002,30,18,10,5,15,.33333334,.16666667,.5,1,3,0,17.9,12.1,0,.59666663,.40333334,0,.80000001,0,1,0,0,.59666663,.5,.33333334,.16666667,0,1,0,1,.40333334,0,0
101218_1128,8,1,3,24,1,.60000002,30,18,10,10,10,.33333334,.33333334,.33333334,0,4,1,10,10,10,.33333334,.33333334,.33333334,.30000001,1,1,10,.33333334,.33333334,.33333334,.33333334,.33333334,0,0,0,0,.33333334,.33333334,1
101218_1128,8,1,3,19,2,.60000002,30,18,15,15,0,.5,.5,0,0,4,0,10,10,10,.33333334,.33333334,.33333334,0,1,1,10,.33333334,.33333334,.5,.5,0,1,0,1,0,.33333334,.33333334,0
101218_1128,8,1,3,25,3,.60000002,30,18,10,10,10,.33333334,.33333334,.33333334,0,4,0,10,10,10,.33333334,.33333334,.33333334,0,1,1,10,.33333334,.33333334,.33333334,.33333334,.33333334,0,0,0,0,.33333334,.33333334,1
101218_1128,8,1,4,22,1,.60000002,30,18,13,13,4,.43333334,.43333334,.13333334,0,4,1,13,13,4,.43333334,.43333334,.13333334,0,1,1,13,.43333334,.43333334,.43333334,.43333334,.13333334,0,0,0,0,.43333334,.13333334,0
101218_1128,8,1,4,21,2,.60000002,30,18,15,15,0,.5,.5,0,0,4,0,13,13,4,.43333334,.43333334,.13333334,.2,1,1,13,.43333334,.43333334,.5,.5,0,1,0,1,0,.43333334,.13333334,0
101218_1128,8,1,4,20,3,.60000002,30,18,10,10,10,.33333334,.33333334,.33333334,0,4,0,13,13,4,.43333334,.43333334,.13333334,.2,1,1,4,.13333334,.43333334,.33333334,.33333334,.33333334,0,0,0,0,.43333334,.13333334,1
101218_1128,9,1,1,20,1,.40000001,30,12,14,12,4,.46666667,.40000001,.13333334,1,1,0,10,10,10,.33333334,.33333334,.33333334,.85000002,1,1,10,.33333334,.33333334,.46666667,.40000001,.13333334,0,0,0,0,.33333334,.33333334,0
101218_1128,9,1,1,29,2,.40000001,30,12,10,15,5,.33333334,.5,.16666667,1,1,0,10,10,10,.33333334,.33333334,.33333334,.5,1,1,10,.33333334,.33333334,.5,.33333334,.16666667,0,0,0,0,.33333334,.33333334,0
101218_1128,9,1,1,28,3,.40000001,30,12,12,6,12,.40000001,.2,.40000001,1,1,1,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.40000001,.40000001,.2,0,0,0,0,.33333334,.33333334,0
101218_1128,9,1,2,22,1,.40000001,30,12,13,13,4,.43333334,.43333334,.13333334,0,3,0,10,10,10,.33333334,.33333334,.33333334,.1,1,1,10,.33333334,.33333334,.43333334,.43333334,.13333334,0,0,0,0,.33333334,.33333334,0
101218_1128,9,1,2,21,2,.40000001,30,12,15,15,0,.5,.5,0,0,3,0,10,10,10,.33333334,.33333334,.33333334,0,1,1,10,.33333334,.33333334,.5,.5,0,1,0,1,0,.33333334,.33333334,0
101218_1128,9,1,2,24,3,.40000001,30,12,10,10,10,.33333334,.33333334,.33333334,0,3,1,10,10,10,.33333334,.33333334,.33333334,.30000001,1,1,10,.33333334,.33333334,.33333334,.33333334,.33333334,0,0,0,0,.33333334,.33333334,1
101218_1128,9,1,3,25,1,.40000001,30,12,10,10,10,.33333334,.33333334,.33333334,0,2,0,15,0,15,.5,0,.5,.5,1,1,15,.5,.5,.33333334,.33333334,.33333334,0,1,0,1,.5,0,1
101218_1128,9,1,3,26,2,.40000001,30,12,10,20,0,.33333334,.66666669,0,0,2,0,15,0,15,.5,0,.5,.87,0,1,0,0,.5,.66666669,.33333334,0,1,1,1,1,.5,0,0
101218_1128,9,1,3,30,3,.40000001,30,12,15,0,15,.5,0,.5,0,2,1,15,0,15,.5,0,.5,.33000001,1,1,15,.5,.5,.5,.5,0,1,1,1,1,.5,0,0
101218_1128,9,1,4,27,1,.40000001,30,12,15,14,1,.5,.46666667,.033333335,1,3,0,13.4,0,16.6,.44666666,0,.55333334,.25,1,1,13.4,.44666666,.55333334,.5,.46666667,.033333335,0,1,1,1,.44666666,0,0
101218_1128,9,1,4,23,2,.40000001,30,12,15,15,0,.5,.5,0,1,3,0,13.4,0,16.6,.44666666,0,.55333334,.60000002,0,1,0,0,.55333334,.5,.5,0,1,1,1,1,.44666666,0,0
101218_1128,9,1,4,19,3,.40000001,30,12,15,0,15,.5,0,.5,1,3,1,13.4,0,16.6,.44666666,0,.55333334,-1,1,1,16.6,.55333334,.55333334,.5,.5,0,1,1,1,1,.44666666,0,0
